,zip_code_tabulation_area,percent_owner,qrt_percent_owner,percent_rentburdened,qrt_percent_rentburdened,HH_value,qrt_HH_value,percent_snap,qrt_percent_snap,percent_poverty,qrt_percent_poverty,percent_employed,qrt_percent_employed,percent_lths,qrt_percent_lths,percent_noenglish,qrt_percent_noenglish,percent_black,qrt_percent_black,percent_latino,qrt_percent_latino,percent_aapi,qrt_percent_aapi,percent_other,qrt_percent_other,percent_noinsurance,qrt_percent_noinsurance,GINI_index,qrt_GINI_index
95,10040,0.098720817,Q1,0.569065287,Q4,394900,Q1,0.309079829,Q4,0.210358382,Q4,0.57977076,Q2,0.259334465,Q4,0.254163937,Q4,0.144776786,Q3,0.687388393,Q4,0.035267857,Q1,0.449040179,Q4,0.072053407,Q3,0.4813,Q3
99,11237,0.085427684,Q1,0.549874104,Q4,755000,Q3,0.264071295,Q4,0.29092144,Q4,0.659422648,Q4,0.285774973,Q4,0.176549399,Q4,0.15555692,Q3,0.635362959,Q4,0.081348719,Q2,0.385669858,Q4,0.148422474,Q4,0.4775,Q3
100,11354,0.334129631,Q3,0.609734655,Q4,529200,Q2,0.142032622,Q2,0.19840444,Q3,0.522111796,Q1,0.262021472,Q4,0.384736583,Q4,0.037534461,Q1,0.149020192,Q2,0.663214366,Q4,0.106102377,Q3,0.179530621,Q4,0.5138,Q3
101,11356,0.4127255,Q3,0.566950182,Q4,663400,Q3,0.090921211,Q2,0.098974797,Q2,0.591317527,Q2,0.218736571,Q3,0.198234424,Q4,0.026474845,Q1,0.402230357,Q4,0.342683238,Q4,0.312675577,Q4,0.107779579,Q4,0.433,Q1
102,11360,0.657030919,Q4,0.395119863,Q1,564000,Q2,0.054794521,Q1,0.071564583,Q1,0.529636006,Q1,0.078367401,Q1,0.108624944,Q3,0.01767437,Q1,0.105940699,Q1,0.377387359,Q4,0.03756463,Q1,0.044336535,Q2,0.4587,Q2
103,11362,0.740889067,Q4,0.414464534,Q1,513900,Q2,0.044218661,Q1,0.060349566,Q1,0.565118195,Q2,0.098712747,Q2,0.11527229,Q3,0.04639372,Q2,0.105816933,Q1,0.419288012,Q4,0.034400044,Q1,0.046187603,Q2,0.4184,Q1
104,11366,0.605877617,Q4,0.477034121,Q2,786700,Q3,0.090648434,Q2,0.115368391,Q2,0.560152931,Q2,0.128373525,Q2,0.140990217,Q3,0.064902507,Q2,0.111490251,Q1,0.462952646,Q4,0.054247911,Q2,0.06931946,Q3,0.4294,Q1
105,11370,0.376908132,Q3,0.589777542,Q4,719200,Q3,0.103694268,Q2,0.115606701,Q2,0.432577063,Q1,0.268119106,Q4,0.141044005,Q3,0.149778341,Q3,0.382140595,Q4,0.238727042,Q3,0.185275491,Q3,0.065171632,Q2,0.4894,Q3
107,11374,0.370039447,Q3,0.494091643,Q3,396500,Q1,0.121029209,Q2,0.136933284,Q3,0.625087634,Q3,0.090293585,Q1,0.144749383,Q3,0.051738801,Q2,0.171121888,Q2,0.344473303,Q4,0.06010527,Q2,0.067083544,Q3,0.4651,Q2
108,11379,0.551910673,Q4,0.401477378,Q1,682600,Q3,0.059672474,Q1,0.075286285,Q1,0.612643122,Q3,0.123870092,Q2,0.081229845,Q3,0.018451739,Q1,0.203127056,Q3,0.119765208,Q3,0.082387934,Q2,0.061372706,Q2,0.4316,Q1
109,11419,0.579703429,Q4,0.561467496,Q4,512000,Q2,0.166515986,Q3,0.115119705,Q2,0.594420072,Q2,0.277934438,Q4,0.078178882,Q3,0.190473237,Q3,0.1883231,Q3,0.372573342,Q4,0.364117513,Q4,0.109393751,Q4,0.4103,Q1
110,11422,0.621182033,Q4,0.482179676,Q2,458500,Q1,0.13117222,Q2,0.063700335,Q1,0.622378906,Q3,0.117515965,Q2,0.0316468,Q1,0.858917615,Q4,0.109001557,Q1,0.030646195,Q1,0.044717805,Q2,0.049338184,Q2,0.3831,Q1
111,11001,0.779024235,Q4,0.426369863,Q2,580500,Q2,0.037858005,Q1,0.031727883,Q1,0.608688142,Q3,0.101989801,Q2,0.055070945,Q2,0.064023411,Q2,0.125441633,Q2,0.227044003,Q3,0.064915599,Q2,0.029847549,Q1,0.3916,Q1
112,11204,0.344518753,Q3,0.593501508,Q4,881800,Q4,0.246228149,Q4,0.208035187,Q4,0.56457153,Q2,0.270786926,Q4,0.239442489,Q4,0.014830814,Q1,0.111721971,Q1,0.345376006,Q4,0.069245369,Q2,0.077874275,Q3,0.4731,Q2
113,11218,0.361903292,Q3,0.515190692,Q3,786300,Q3,0.157678686,Q3,0.185094048,Q3,0.623722782,Q3,0.155197012,Q3,0.104858324,Q3,0.09942966,Q2,0.171861406,Q2,0.212144228,Q3,0.08455664,Q2,0.067730575,Q3,0.4785,Q3
114,11223,0.333886492,Q3,0.572075345,Q4,808400,Q3,0.267396515,Q4,0.186511015,Q3,0.551957506,Q1,0.209560705,Q3,0.234033305,Q4,0.053079078,Q2,0.145267116,Q2,0.274917678,Q4,0.095996953,Q3,0.067555938,Q3,0.519,Q3
115,11224,0.239161389,Q2,0.573440501,Q4,385800,Q1,0.430163761,Q4,0.281232593,Q4,0.413017595,Q1,0.187028568,Q3,0.247150833,Q4,0.23482913,Q3,0.187924446,Q3,0.084223168,Q2,0.10374495,Q3,0.056652494,Q2,0.5503,Q4
116,11373,0.267931554,Q2,0.589066918,Q4,582400,Q2,0.161856964,Q3,0.131039711,Q3,0.642775502,Q3,0.244405692,Q4,0.265342635,Q4,0.026112647,Q1,0.416912863,Q4,0.496669737,Q4,0.294482036,Q4,0.154420127,Q4,0.4318,Q1
117,10472,0.134710392,Q1,0.60743359,Q4,478700,Q2,0.397801695,Q4,0.311602062,Q4,0.518449395,Q1,0.347782642,Q4,0.205031046,Q4,0.294033673,Q3,0.626714546,Q4,0.093483252,Q2,0.480941308,Q4,0.116453528,Q4,0.5048,Q3
118,10309,0.837882962,Q4,0.306864065,Q1,583400,Q2,0.054933611,Q1,0.06633299,Q1,0.623861267,Q3,0.070153642,Q1,0.020124761,Q1,0.008338716,Q1,0.096834811,Q1,0.03623231,Q1,0.017470198,Q1,0.019129617,Q1,0.421,Q1
119,10467,0.132390812,Q1,0.606156547,Q4,336000,Q1,0.338966578,Q4,0.251950266,Q4,0.568932436,Q2,0.253939539,Q4,0.143792114,Q3,0.379684954,Q4,0.520813787,Q4,0.068204039,Q2,0.31522394,Q4,0.090166312,Q4,0.4755,Q3
120,10456,0.053284379,Q1,0.558232932,Q4,359000,Q1,0.47786779,Q4,0.371642463,Q4,0.497516081,Q1,0.331653387,Q4,0.183401808,Q4,0.489079673,Q4,0.591132155,Q4,0.012306265,Q1,0.369694878,Q4,0.09553083,Q4,0.5398,Q4
121,10001,0.222772277,Q2,0.419378089,Q1,386800,Q1,0.100484727,Q2,0.130583153,Q3,0.682375668,Q4,0.092063825,Q2,0.072456343,Q2,0.082970519,Q2,0.155118796,Q2,0.230957416,Q3,0.035369242,Q1,0.030725215,Q1,0.5737,Q4
122,10035,0.071922456,Q1,0.458877041,Q2,628700,Q3,0.195882677,Q3,0.367749885,Q4,0.46532173,Q1,0.281591621,Q4,0.088479425,Q3,0.429260985,Q4,0.456086329,Q4,0.049988904,Q2,0.316772082,Q4,0.10202164,Q4,0.5786,Q4
123,10065,0.249133489,Q2,0.313909018,Q1,1627800,Q4,0.026024254,Q1,0.058789488,Q1,0.69222619,Q4,0.01673587,Q1,0.013244794,Q1,0.024449712,Q1,0.077751439,Q1,0.126718591,Q3,0.00656959,Q1,0.02449866,Q1,0.5576,Q4
124,10075,0.365157997,Q3,0.491185038,Q2,1078100,Q4,0.001668423,Q1,0.024544953,Q1,0.661827985,Q4,0.016715661,Q1,0.006056018,Q1,0.044355564,Q1,0.155985979,Q2,0.079183894,Q2,0.036401222,Q1,0.022635073,Q1,0.5653,Q4
130,10468,0.074528986,Q1,0.602818178,Q4,202400,Q1,0.409412033,Q4,0.297511836,Q4,0.589134012,Q2,0.309072219,Q4,0.268116346,Q4,0.271472218,Q3,0.768157097,Q4,0.028980363,Q1,0.537264994,Q4,0.106915424,Q4,0.4827,Q3
131,10018,0.094765343,Q1,0.402665397,Q1,738100,Q3,0.047175799,Q1,0.141622114,Q3,0.759441409,Q4,0.077901431,Q1,0.084138581,Q3,0.062570974,Q2,0.160685896,Q2,0.30876675,Q4,0.036452419,Q1,0.062734402,Q2,0.496,Q3
132,10027,0.121371437,Q1,0.461590427,Q2,739900,Q3,0.114585073,Q2,0.252675407,Q4,0.531907099,Q1,0.144099497,Q2,0.052535494,Q2,0.402474303,Q4,0.262987013,Q3,0.113436327,Q3,0.16489198,Q3,0.056243542,Q2,0.573,Q4
133,10036,0.068533883,Q1,0.434337692,Q2,1104300,Q4,0.09235226,Q2,0.143289039,Q3,0.75052592,Q4,0.061869112,Q1,0.057874215,Q2,0.097728789,Q2,0.216203882,Q3,0.193210938,Q3,0.070979745,Q2,0.044478797,Q2,0.5171,Q3
136,10304,0.437534465,Q3,0.551058697,Q4,499700,Q2,0.269533657,Q4,0.215648424,Q4,0.51298878,Q1,0.168845815,Q3,0.074198254,Q2,0.299255692,Q3,0.234797626,Q3,0.114686709,Q3,0.074965947,Q2,0.059468191,Q2,0.5694,Q4
137,10308,0.763957597,Q4,0.348101266,Q1,532900,Q2,0.041066009,Q1,0.043624161,Q1,0.568335867,Q2,0.051754098,Q1,0.024474899,Q1,0.01521415,Q1,0.086879913,Q1,0.05096232,Q2,0.007488479,Q1,0.021803262,Q1,0.3758,Q1
138,10459,0.107103645,Q1,0.563652209,Q4,406900,Q1,0.461524781,Q4,0.335494662,Q4,0.504495851,Q1,0.331494418,Q4,0.178756362,Q4,0.355166052,Q3,0.688171382,Q4,0.008159082,Q1,0.518819188,Q4,0.095165635,Q4,0.5264,Q4
139,10466,0.376793315,Q3,0.554653384,Q4,452200,Q1,0.269945491,Q4,0.178175676,Q3,0.569738222,Q2,0.206127461,Q3,0.052195455,Q2,0.731966044,Q4,0.234584683,Q3,0.034701955,Q1,0.108170418,Q3,0.081417522,Q3,0.4699,Q2
140,10474,0.066242972,Q1,0.64349642,Q4,415300,Q1,0.503450179,Q4,0.479022836,Q4,0.435196595,Q1,0.328231757,Q4,0.191216338,Q4,0.455538222,Q4,0.623450201,Q4,0.003612776,Q1,0.453485508,Q4,0.096670434,Q4,0.5665,Q4
141,10004,0.297261484,Q2,0.323369565,Q1,1783600,Q4,0,,0.013193403,Q1,0.804040404,Q4,0.010574551,Q1,0.002213789,Q1,0.047976012,Q2,0.032383808,Q1,0.326536732,Q4,0.010794603,Q1,0.042578711,Q1,0.442,Q2
142,10025,0.244350576,Q2,0.422328786,Q2,1038600,Q4,0.11993713,Q2,0.142681595,Q3,0.607785658,Q3,0.110832441,Q2,0.065022903,Q2,0.140573002,Q3,0.235628882,Q3,0.109104508,Q2,0.088530206,Q3,0.040109559,Q1,0.5911,Q4
143,10030,0.106567357,Q1,0.500178571,Q3,646500,Q3,0.336617276,Q4,0.275832015,Q4,0.592467502,Q2,0.218221863,Q3,0.08366409,Q3,0.659690921,Q4,0.267933033,Q3,0.02788152,Q1,0.146716033,Q3,0.073889247,Q3,0.5754,Q4
144,10037,0.05097493,Q1,0.446412755,Q2,373200,Q1,0.185471245,Q3,0.251635607,Q4,0.517024814,Q1,0.157412587,Q3,0.050961229,Q2,0.747238784,Q4,0.209754667,Q3,0.039341218,Q1,0.123692699,Q3,0.068498567,Q3,0.5328,Q4
146,10312,0.814271574,Q4,0.347515528,Q1,543300,Q2,0.037339338,Q1,0.058808163,Q1,0.574435906,Q2,0.06502759,Q1,0.019649789,Q1,0.012656372,Q1,0.113386109,Q1,0.060056685,Q2,0.008795934,Q1,0.021293928,Q1,0.4125,Q1
147,10452,0.028772775,Q1,0.615150688,Q4,322500,Q1,0.463857472,Q4,0.362256197,Q4,0.546695581,Q1,0.33736841,Q4,0.236563425,Q4,0.349772041,Q3,0.694441499,Q4,0.021960982,Q1,0.487435721,Q4,0.106829262,Q4,0.4744,Q3
148,10462,0.210836013,Q2,0.530179729,Q3,332400,Q1,0.238691766,Q3,0.190932972,Q3,0.604928406,Q3,0.191531303,Q3,0.109318342,Q3,0.316123834,Q3,0.459611168,Q4,0.154304356,Q3,0.305610587,Q4,0.072674765,Q3,0.4347,Q2
149,10473,0.275672013,Q2,0.507324186,Q3,415000,Q1,0.32011893,Q4,0.264837009,Q4,0.493738279,Q1,0.240694466,Q4,0.075648584,Q2,0.425166586,Q4,0.61286695,Q4,0.01894963,Q1,0.202353178,Q4,0.052861504,Q2,0.5105,Q3
150,10005,0.156053659,Q1,0.295586527,Q1,1298900,Q4,0,,0.094586829,Q2,0.883331168,Q4,0.002325942,Q1,0.000614477,Q1,0.012527296,Q1,0.063440984,Q1,0.212389381,Q3,0.027238248,Q1,0.025859097,Q1,0.4065,Q1
151,10010,0.274701987,Q2,0.350988822,Q1,878500,Q4,0.048111805,Q1,0.108206942,Q2,0.693153028,Q4,0.034216007,Q1,0.028066376,Q1,0.105358436,Q2,0.106026848,Q1,0.182197961,Q3,0.024536289,Q1,0.03581198,Q1,0.5464,Q4
152,10016,0.243551136,Q2,0.433654918,Q2,839700,Q4,0.036746575,Q1,0.082025042,Q1,0.745515193,Q4,0.033765372,Q1,0.032768583,Q1,0.050542677,Q2,0.081552774,Q1,0.219869153,Q3,0.018738418,Q1,0.036483458,Q1,0.4986,Q3
153,10017,0.324545382,Q3,0.406922525,Q1,657900,Q3,0.013556866,Q1,0.064874416,Q1,0.738834423,Q4,0.04697083,Q1,0.025292465,Q1,0.020383693,Q1,0.051811183,Q1,0.225608986,Q3,0.009655434,Q1,0.047267449,Q2,0.4797,Q3
154,10026,0.157876272,Q1,0.425463651,Q2,861200,Q4,0.140512953,Q2,0.231390017,Q4,0.619808905,Q3,0.16778928,Q3,0.039766018,Q2,0.541972269,Q4,0.214642996,Q3,0.076532331,Q2,0.108099002,Q3,0.049596701,Q2,0.5879,Q4
155,10033,0.105160708,Q1,0.466965603,Q2,531600,Q2,0.276811375,Q4,0.17618285,Q3,0.62440998,Q3,0.2650247,Q4,0.270029674,Q4,0.141287768,Q3,0.670534199,Q4,0.036658726,Q1,0.413254726,Q4,0.079869028,Q3,0.4586,Q2
156,10069,0.223205506,Q2,0.362618432,Q1,2000001,Q4,0.047368421,Q1,0.092546686,Q2,0.67047817,Q4,0.014839424,Q1,0.023924299,Q1,0.045447034,Q1,0.037844984,Q1,0.316807139,Q4,0.007767311,Q1,0.019005123,Q1,0.5848,Q4
159,10128,0.287284867,Q2,0.399810823,Q1,1082000,Q4,0.038677708,Q1,0.060078117,Q1,0.688684776,Q4,0.025976249,Q1,0.014189116,Q1,0.047018896,Q2,0.12911863,Q2,0.123081383,Q3,0.041032813,Q1,0.027398195,Q1,0.5478,Q4
162,10310,0.52921289,Q4,0.541654819,Q3,482000,Q2,0.185315506,Q3,0.164083942,Q3,0.56927856,Q2,0.140504665,Q2,0.063790544,Q2,0.23394958,Q3,0.310714286,Q3,0.065,Q2,0.101554622,Q3,0.064356019,Q2,0.4664,Q2
163,10007,0.294289044,Q2,0.278459821,Q1,2000001,Q4,0.021056388,Q1,0.02157399,Q1,0.689886135,Q4,0.061874431,Q1,0.022036927,Q1,0.088012959,Q2,0.116900648,Q2,0.11987041,Q3,0.019303456,Q1,0.002105263,Q1,0.4765,Q3
164,10019,0.168675421,Q2,0.364504189,Q1,912800,Q4,0.089838673,Q2,0.127956752,Q2,0.705411107,Q4,0.047399588,Q1,0.044815008,Q2,0.074376896,Q2,0.162776386,Q2,0.2072179,Q3,0.048903248,Q2,0.038806956,Q1,0.584,Q4
166,10021,0.340805396,Q3,0.42628605,Q2,1448000,Q4,0.02322958,Q1,0.052070005,Q1,0.66399618,Q4,0.010077798,Q1,0.012122664,Q1,0.01237579,Q1,0.068947606,Q1,0.102258356,Q2,0.034778681,Q1,0.042202545,Q1,0.5665,Q4
167,10038,0.22560266,Q2,0.397960501,Q1,850100,Q4,0.185355129,Q3,0.185708518,Q3,0.613998547,Q3,0.17667337,Q3,0.139690768,Q3,0.119685985,Q3,0.117069195,Q2,0.318304663,Q4,0.029771353,Q1,0.039924444,Q1,0.5578,Q4
168,10039,0.133360996,Q1,0.468804426,Q2,496600,Q2,0.257037298,Q4,0.254704108,Q4,0.56013683,Q2,0.173015443,Q3,0.084038199,Q3,0.675235155,Q4,0.325267466,Q3,0.019063689,Q1,0.167049616,Q3,0.077619013,Q3,0.5362,Q4
172,10280,0.267146646,Q2,0.281448539,Q1,835000,Q4,0.025230364,Q1,0.048652064,Q1,0.801760974,Q4,0.014258294,Q1,0.01369088,Q1,0.050968829,Q2,0.11362679,Q1,0.192923336,Q3,0.00084246,Q1,0.027801179,Q1,0.4655,Q2
173,10302,0.490956072,Q4,0.567790262,Q4,393400,Q1,0.204269294,Q3,0.168754524,Q3,0.556487139,Q2,0.166001994,Q3,0.075628274,Q2,0.234517935,Q3,0.389199978,Q4,0.100072074,Q2,0.070798913,Q2,0.103041762,Q4,0.4527,Q2
174,10303,0.540282837,Q4,0.548527132,Q4,340800,Q1,0.219521045,Q3,0.230106344,Q4,0.554229673,Q1,0.19428675,Q3,0.064080347,Q2,0.365388125,Q4,0.394365169,Q4,0.086785154,Q2,0.084668443,Q2,0.061129787,Q2,0.4642,Q2
175,10457,0.056884267,Q1,0.600343348,Q4,378100,Q1,0.504500141,Q4,0.371427407,Q4,0.525223812,Q1,0.351739993,Q4,0.209204156,Q4,0.467910508,Q4,0.671567186,Q4,0.013498704,Q1,0.340755393,Q4,0.096172692,Q4,0.5132,Q3
176,10464,0.537470167,Q4,0.633103448,Q4,568300,Q2,0.128579146,Q2,0.07106599,Q1,0.642935378,Q3,0.079627404,Q1,0.034631055,Q2,0.000220702,Q1,0.420216288,Q4,0.050099316,Q2,0.269035533,Q4,0.071507394,Q3,0.4313,Q1
177,10003,0.27302706,Q2,0.41339925,Q1,1028900,Q4,0.032830319,Q1,0.09203464,Q2,0.62813223,Q3,0.044460276,Q1,0.013947028,Q1,0.061044519,Q2,0.0844619,Q1,0.15747448,Q3,0.02569613,Q1,0.037117539,Q1,0.5627,Q4
178,10009,0.058395321,Q1,0.44952913,Q2,553000,Q2,0.180654482,Q3,0.23542547,Q4,0.602233791,Q3,0.129461453,Q2,0.078147945,Q3,0.106856741,Q2,0.23788448,Q3,0.158646836,Q3,0.119122365,Q3,0.047152322,Q2,0.5391,Q4
179,10011,0.329772834,Q3,0.356895202,Q1,1030400,Q4,0.060847743,Q1,0.099156636,Q2,0.735583224,Q4,0.034683316,Q1,0.015940774,Q1,0.056938077,Q2,0.119281667,Q2,0.106268394,Q2,0.03043104,Q1,0.025101149,Q1,0.5467,Q4
180,10022,0.364460562,Q3,0.375891975,Q1,976600,Q4,0.010026179,Q1,0.039844541,Q1,0.693230051,Q4,0.029682932,Q1,0.009403969,Q1,0.023128815,Q1,0.076999679,Q1,0.137487954,Q3,0.010279473,Q1,0.010889817,Q1,0.5628,Q4
181,10028,0.293834871,Q2,0.400221321,Q1,1326400,Q4,0.009862013,Q1,0.052959168,Q1,0.716321691,Q4,0.017912731,Q1,0.010148759,Q1,0.021211085,Q1,0.069128464,Q1,0.108749572,Q2,0.012358878,Q1,0.023463735,Q1,0.5595,Q4
183,10044,0.20325504,Q2,0.468843537,Q2,783000,Q3,0.070381232,Q2,0.105582079,Q2,0.491019594,Q1,0.106491176,Q2,0.062340099,Q2,0.15755627,Q3,0.128858521,Q2,0.361254019,Q4,0.069935691,Q2,0.075100992,Q3,0.4739,Q2
186,10282,0.077200577,Q1,0.225806452,Q1,2000001,Q4,0.005237887,Q1,0.023344285,Q1,0.737518911,Q4,0.026294821,Q1,0.007574207,Q1,0.009856476,Q1,0.066228601,Q1,0.232405326,Q3,0.002420889,Q1,0.01660038,Q1,0.4346,Q2
187,10301,0.401380312,Q3,0.471226235,Q2,474100,Q2,0.197483929,Q3,0.186670339,Q3,0.536262623,Q1,0.147887056,Q2,0.062165328,Q2,0.271238245,Q3,0.24707419,Q3,0.072857889,Q2,0.05822884,Q2,0.073806272,Q3,0.5221,Q4
188,10307,0.73240977,Q4,0.411013567,Q1,683300,Q3,0.036236008,Q1,0.04666757,Q1,0.561865957,Q2,0.075710088,Q1,0.01650165,Q1,0.004226486,Q1,0.100228096,Q1,0.050382396,Q2,0.026566483,Q1,0.034320639,Q1,0.4686,Q2
189,10460,0.103464076,Q1,0.585637149,Q4,421900,Q1,0.50154009,Q4,0.356061507,Q4,0.521923527,Q1,0.348400352,Q4,0.167930264,Q4,0.365005384,Q3,0.688417014,Q4,0.021890564,Q1,0.431585678,Q4,0.090237334,Q4,0.5213,Q3
190,10465,0.533445016,Q4,0.423861171,Q2,478000,Q2,0.143073716,Q3,0.127344592,Q2,0.560762201,Q2,0.154519995,Q3,0.055993172,Q2,0.153946555,Q3,0.460740537,Q4,0.031645715,Q1,0.226488974,Q4,0.040128597,Q1,0.4537,Q2
191,10470,0.354580446,Q3,0.556867779,Q4,443300,Q1,0.178767344,Q3,0.124960072,Q2,0.601850424,Q3,0.176495985,Q3,0.033509217,Q1,0.441142784,Q4,0.188215831,Q3,0.038750318,Q1,0.098371087,Q3,0.074842085,Q3,0.4492,Q2
192,10471,0.450005202,Q3,0.432991986,Q2,365200,Q1,0.060791652,Q1,0.09250713,Q2,0.528191936,Q1,0.090892398,Q2,0.048812852,Q2,0.136294711,Q3,0.242351262,Q3,0.072116671,Q2,0.120462046,Q3,0.038737583,Q1,0.4995,Q3
193,10006,0.171318162,Q2,0.369172932,Q1,980300,Q4,0,,0.033635188,Q1,0.87037037,Q4,0.006472492,Q1,0.022757697,Q1,0.032018111,Q1,0.108344114,Q1,0.197606727,Q3,0.035575679,Q1,0.024256145,Q1,0.4354,Q2
194,10012,0.158468792,Q2,0.390472354,Q1,1481000,Q4,0.044577621,Q1,0.110799693,Q2,0.677622151,Q4,0.052918415,Q1,0.032035902,Q1,0.035294622,Q1,0.077450896,Q1,0.20675015,Q3,0.022000172,Q1,0.04666924,Q2,0.5463,Q4
195,10013,0.222903743,Q2,0.404508382,Q1,2000001,Q4,0.144603359,Q3,0.107271445,Q2,0.663884987,Q4,0.178431373,Q3,0.149182156,Q4,0.048057224,Q2,0.066530088,Q1,0.339108997,Q4,0.030452446,Q1,0.041183171,Q1,0.6261,Q4
196,10014,0.268331687,Q2,0.382759181,Q1,1120100,Q4,0.024038195,Q1,0.057864194,Q1,0.737584085,Q4,0.012075994,Q1,0.002425278,Q1,0.025408648,Q1,0.069832586,Q1,0.073029264,Q2,0.014335618,Q1,0.032431541,Q1,0.529,Q4
197,10023,0.323241361,Q3,0.333428926,Q1,1218900,Q4,0.05453644,Q1,0.079563899,Q1,0.653285735,Q3,0.024916025,Q1,0.020721283,Q1,0.055707456,Q2,0.109448202,Q1,0.116739419,Q3,0.039733935,Q1,0.024963618,Q1,0.5714,Q4
198,10024,0.333976213,Q3,0.352891969,Q1,1634200,Q4,0.049494053,Q1,0.074008258,Q1,0.693072515,Q4,0.042317023,Q1,0.021169244,Q1,0.047330557,Q2,0.10700148,Q1,0.092475302,Q2,0.031341434,Q1,0.031784926,Q1,0.5768,Q4
199,10032,0.08564276,Q1,0.495953517,Q3,465200,Q1,0.339960426,Q4,0.207576928,Q3,0.627809142,Q3,0.294900779,Q4,0.25332586,Q4,0.218828108,Q3,0.669218844,Q4,0.056205904,Q2,0.436343215,Q4,0.131459871,Q4,0.4719,Q2
203,10306,0.651616166,Q4,0.492105701,Q2,512600,Q2,0.09787508,Q2,0.092387842,Q2,0.568760838,Q2,0.103688577,Q2,0.052505688,Q2,0.051877425,Q2,0.155929246,Q2,0.082762589,Q2,0.032277224,Q1,0.038227417,Q1,0.4417,Q2
204,10461,0.314134048,Q3,0.537509976,Q3,471600,Q2,0.163291273,Q3,0.15379561,Q3,0.569930932,Q2,0.189281768,Q3,0.098125094,Q3,0.122298249,Q3,0.481646206,Q4,0.132843631,Q3,0.267941236,Q4,0.069698832,Q3,0.4534,Q2
206,10305,0.602207533,Q4,0.458842706,Q2,469100,Q2,0.126055613,Q2,0.123164164,Q2,0.541293158,Q1,0.148187177,Q2,0.091879327,Q3,0.084819548,Q2,0.159668586,Q2,0.161213313,Q3,0.041099097,Q1,0.044604282,Q2,0.4428,Q2
207,10314,0.710463174,Q4,0.457810414,Q2,522600,Q2,0.071044621,Q2,0.091278028,Q2,0.558439236,Q2,0.097134286,Q2,0.043181711,Q2,0.044870367,Q1,0.152619387,Q2,0.184827156,Q3,0.038154847,Q1,0.035374916,Q1,0.4251,Q1
208,10451,0.10472137,Q1,0.573078249,Q4,165400,Q1,0.391609466,Q4,0.361343663,Q4,0.525077366,Q1,0.308940472,Q4,0.168515981,Q4,0.43859066,Q4,0.606926209,Q4,0.018032242,Q1,0.417151404,Q4,0.080961298,Q3,0.5614,Q4
209,10463,0.300822757,Q3,0.525835404,Q3,293800,Q1,0.207324708,Q3,0.167120654,Q3,0.575059153,Q2,0.189839415,Q3,0.119392633,Q3,0.194624079,Q3,0.501715121,Q4,0.050919417,Q2,0.284906934,Q4,0.052819394,Q2,0.5108,Q3
211,10453,0.037357821,Q1,0.619438202,Q4,440000,Q1,0.514473968,Q4,0.377658983,Q4,0.517817281,Q1,0.337718061,Q4,0.244197954,Q4,0.357677811,Q3,0.691627099,Q4,0.019775809,Q1,0.529100788,Q4,0.090378866,Q4,0.4923,Q3
212,10454,0.059684605,Q1,0.606992451,Q4,457400,Q1,0.53183409,Q4,0.431202158,Q4,0.493115536,Q1,0.390345893,Q4,0.184909764,Q4,0.354186821,Q3,0.678222079,Q4,0.005320864,Q1,0.473637536,Q4,0.12546751,Q4,0.5601,Q4
213,10455,0.078098135,Q1,0.577079873,Q4,348800,Q1,0.490677202,Q4,0.38142988,Q4,0.497609028,Q1,0.370566248,Q4,0.19340482,Q4,0.325498796,Q3,0.71700317,Q4,0.012538438,Q1,0.520059117,Q4,0.097643741,Q4,0.509,Q3
214,10458,0.036859628,Q1,0.611224336,Q4,432900,Q1,0.469091041,Q4,0.340174852,Q4,0.548662063,Q1,0.321137633,Q4,0.237809385,Q4,0.216269563,Q3,0.708689559,Q4,0.038203691,Q1,0.588986218,Q4,0.105606974,Q4,0.4918,Q3
